,movie_id,batch_id,majority_answer,text,movie_name
6644,South_112_113_114_115_116_117_118,2698338570,1,"Shut your fucking face, uncle fucka You're a cock-sucking, ass-licking uncle fucka You're an uncle fucka, yes, it's true Nobody fucks uncles quite like you Shut your fucking face, uncle fucka You're the one that fucked your uncle Uncle fucka You don't eat or sleep or mow the lawn You just fuck your uncle all day long What's going on here?",South_Park
6645,South_119,2698338570,0,What garbage.,South_Park
6646,South_120,2698338570,0,"Well, what do you expect? They're Canadian.",South_Park
6647,South_121,2698338570,1,Uncle fucka! Uncle fucka! Uncle fucka!,South_Park
6648,South_122_123_124_125_126_127_128,2698338570,1,"Shut your fucking face, uncle fucka You're a boner-biting bastard Uncle fucka You're an uncle fucka, I must say You fucked your uncle yesterday Uncle fucka That's U-N-C-L-E Fuck you, uncle fucka!",South_Park
6649,South_129,2698338570,1,Suck my balls.,South_Park
6650,South_130,2698338570,1,"Dude, that movie was fucking sweet!",South_Park
6651,South_131,2698338570,1,You bet your fucking ass it was!,South_Park
6652,South_132,2698338570,1,"Fuck, dude, I wanna be just like Terrance and Phillip.",South_Park
6653,South_133,2698338570,0,"Hey, wait a minute! Where's your guardian?",South_Park
6654,South_134_135,2698338570,0,"Huh? I knew it! You paid a homeless guy to get you in, didn't you?",South_Park
6655,South_136,2698338570,1,"Fuck off, you donkey-raping shit-eater!",South_Park
6656,South_137_138_139_140,2698338570,1,"Yeah! Shut your fucking face, uncle fucka You're an ass-licking Ball-sucking uncle fucka Ah!",South_Park
6657,South_141,2698338570,0,"Hey, where have you guys been all day?",South_Park
6658,South_142,2698338570,0,Oh! Nowhere. We just went to go see the Terrance and Phillip movie.,South_Park
6659,South_143,2698338571,0,- You saw it? - How'd you get in?,South_Park
6660,South_144,2698338571,1,"Hey, stop crowding us, you shit-faced cockmasters!",South_Park
6661,South_145_146,2698338571,1,Wow. Yeah. You're all a bunch of ass-ramming uncle fuckers.,South_Park
6662,South_147_148,2698338571,0,"Ooh! We have got to see this movie, dude.",South_Park
6663,South_149,2698338571,0,"Terrance and Phillip are Canadian, just like my brother.",South_Park
6664,South_150_151_152,2698338571,0,"There's the girI that I like Hey, Stan, tell them about when Terrance called Phillip a testicle-shitting rectal wart.",South_Park
6665,South_153_154_155,2698338571,1,"Now more than ever she gives me butterflies It makes my stomach queasy every time she walks by Asshole, I'm talking to you.",South_Park
6666,South_156_157,2698338571,0,"I know I can be cool if I try Hi, Stan.",South_Park
6667,South_158_159,2698338571,0,"Gross! Come, Wendy. Let us try to jump the hilly brush.",South_Park
6668,South_160,2698338571,0,"- Who are you, kid? - My name is Gregory.",South_Park
6669,South_161,2698338571,0,"I just transferred from Yardale, where I had a 4.0 grade point average.",South_Park
6670,South_162,2698338571,0,Wanna skate with us?,South_Park
6671,South_163_164,2698338571,0,We've been skating all morning and laughing and talking of memories past.,South_Park
6672,South_165,2698338571,0,We saw the Terrance and Phillip movie.,South_Park
6673,South_166_167,2698338571,0,"Uh-huh! Try and catch me, Wendy.",South_Park
6674,South_168,2698338571,0,"Bye, Stan.",South_Park
6675,South_169,2698338571,0,"Yes, yes, I saw the Terrance and Phillip movie.",South_Park
6676,South_170,2698338571,0,Who wants to touch me?,South_Park
6677,South_171,2698338571,1,I said who wants to fucking touch me?,South_Park
6678,South_172_173,2698338571,0,"Ooh! Come on, gang! We've gotta see the Terrance and Phillip movie, too!",South_Park
6679,South_174,2698338571,0,"I hate you, Kenny.",South_Park
6680,South_175_176,2698338571,1,"Shut your fucking face, uncle fucka You're a boner-biting bastard Uncle fucka...",South_Park
6681,South_177,2698338571,0,"Okay, children, let's take our seats. We have a lot to learn today.",South_Park
6682,South_178,2698338571,0,"We sure do, Mr. Hat.",South_Park
6683,South_179,2698338571,0,"Okay, children. Let's start the day with a few new math problems.",South_Park
6684,South_180,2698338571,0,What is five times two?,South_Park
6685,South_181,2698338571,0,"Come on, children. Don't be shy. Just give it your best shot.",South_Park
6686,South_182,2698338571,0,"- Yes, Clyde? - Twelve?",South_Park
6687,South_183_184,2698338571,0,Okay. Now let's try to get an answer from someone who's not a complete retard.,South_Park
6688,South_185,2698338571,0,"Anyone? Come on, don't be shy.",South_Park
6689,South_186,2698338571,0,"I think I know the answer, Mr. Garrison.",South_Park
6690,South_187,2698338571,2,"- Shut up, fat boy! - Hey! Don't call me fat, you fucking Jew!",South_Park
6691,South_188,2698338571,0,"Eric, did you just say the ""F"" word?",South_Park
6692,South_189_190,2698338571,1,"- Jew? - No. He's talking about ""fuck."" You can't say ""fuck"" in school, you fucking fat-ass!",South_Park
6693,South_191,2698338571,1,- Kyle! - Why the fuck not?,South_Park
6694,South_192,2698338571,1,"- Eric! - Dude, you just said ""fuck"" again!",South_Park
6695,South_193_194,2698338571,0,Stanley! - Kenny! - What's the big deal?,South_Park
6696,South_195,2698338571,1,"It doesn't hurt anybody. Fuck, fuckity, fuck, fuck, fuck.",South_Park
6697,South_196,2698338571,0,How would you like to go see the school counselor?,South_Park
6698,South_197,2698338571,1,How would you like to suck my balls?,South_Park
6699,South_198,2698338572,0,What did you say?,South_Park
6700,South_199,2698338572,0,"I'm sorry. I'm sorry. Actually, what I said was...",South_Park
6701,South_200,2698338572,1,"How would you like to suck my balls, Mr. Garrison?",South_Park
6702,South_201,2698338572,0,"Holy shit, dude.",South_Park
6703,South_202,2698338572,0,"Well, I must say, I'm very disappointed in you boys, m'kay?",South_Park
6704,South_203,2698338572,0,You should be ashamed of yourselves.,South_Park
6705,South_204,2698338572,0,And I've already called in your mothers...,South_Park
6706,South_205,2698338572,0,- You called my mom? - That's right.,South_Park
6707,South_206,2698338572,0,"- Oh, no, dude! - Mr. Mackey, can I ask a question?",South_Park
6708,South_207,2698338572,0,M'kay. What?,South_Park
6709,South_208,2698338572,1,"- What's the big fucking deal, bitch? - Yeah.",South_Park
6710,South_209,2698338572,0,"Ah! Now I wanna know where you heard these horrific obscenities, m'kay?",South_Park
6711,South_210_211,2698338572,0,Nowhere. We heard them from Mr. Garrison a few times before.,South_Park
6712,South_212_213_214_215,2698338572,1,"- Yeah. - Boys, I seriously doubt that Mr. Garrison ever said, ""Eat penguin shit, you ass spelunker."" Sweet.",South_Park
6713,South_216_217,2698338572,0,Uh-oh! Thank you all for coming on such short notice.,South_Park
6714,South_218,2698338572,0,"This just isn't like you, Stanley.",South_Park
6715,South_219,2698338572,0,"What did my son say, Mr. Mackey? Did he say the ""S"" word?",South_Park
6716,South_220,2698338572,0,"- No, it was worse than that. - The ""F"" word?",South_Park
6717,South_221,2698338572,0,"Well, here's a short list of the things they've been saying, m'kay?",South_Park
6718,South_222,2698338572,0,- Oh! Dear God! - What the heck is a rim job?,South_Park
6719,South_223_224,2698338572,1,Why that's when you put your legs behind your head and have someone lick your ass.,South_Park
6720,South_225_226,2698338572,0,"Young man, you will tell Mr. Mackey this instant where you heard all these horrible phrases!",South_Park
6721,South_227,2698338572,0,I... I...,South_Park
6722,South_228_229,2698338572,0,We can't tell you. We all took a sacred oath and swore ourselves to secrecy.,South_Park
6723,South_230,2698338572,0,- It was the Terrance and Phillip movie. - Dude!,South_Park
6724,South_231,2698338572,1,What? Fuck you guys! I wanna get out of here!,South_Park
6725,South_232,2698338572,0,Terrance and Phillip? Those Canadians?,South_Park
6726,South_233,2698338572,0,"Excuse me, what the heck is Terrance and Phillip?",South_Park
6727,South_234,2698338572,0,Terrance and Phillip are two very untalented actors from Canada.,South_Park
6728,South_235,2698338572,0,Nothing but foul language and toilet humor.,South_Park
6729,South_236_237,2698338572,0,"Well, I guess I'll have to send a warning letter out to parents before more children see Terrance and Phillip.",South_Park
6730,South_238,2698338572,1,- Everybody's fucking seen it! - Eric!,South_Park
6731,South_239,2698338572,0,"I'm sorry, I can't help myself.",South_Park
6732,South_240,2698338572,0,That movie has warped my fragile little mind.,South_Park
6733,South_241_242,2698338572,0,There's the girI that I like Over there laughing with that smart new...,South_Park
6734,South_243,2698338572,0,You're holding up the goddamn lunch line!,South_Park
6735,South_244,2698338572,0,"- Hello there, children. - Hey, Chef.",South_Park
6736,South_245,2698338572,0,- How's it going? - Bad.,South_Park
6737,South_246,2698338572,0,- Why bad? - We got busted for swearing.,South_Park
6738,South_247,2698338572,0,Our moms say we can't ever see the Terrance and Phillip movie again!,South_Park
6739,South_248,2698338573,0,Oh! That's too bad.,South_Park
6740,South_249,2698338573,0,You should've seen Kyle when his mom showed up.,South_Park
6741,South_250,2698338573,0,He was scared out of his mind.,South_Park
6742,South_251,2698338573,0,"- Shut up, Cartman! - No, dude. I'd be scared, too.",South_Park
6743,South_252,2698338573,1,Your mom's a fucking bitch.,South_Park
6744,South_253,2698338573,1,"Don't call my mom a bitch, you fat fuck!",South_Park
6745,South_254,2698338573,1,"Don't call me fat, you butt-fucking son of a bitch!",South_Park
6746,South_255,2698338573,0,"Whoa, children, where did you learn to talk like that?",South_Park
6747,South_256,2698338573,1,"It's pretty fucking sweet, huh?",South_Park
6748,South_257,2698338573,0,"Chef, how do you make a woman like you more than any other guy?",South_Park
6749,South_258,2698338573,0,Oh! That's easy.,South_Park
6750,South_259,2698338573,0,- You just gotta find the clitoris. - Huh?,South_Park
6751,South_260_261,2698338573,0,"Whoops! What does that mean, ""Find the clitoris""?",South_Park
6752,South_262,2698338573,0,Forget I said anything.,South_Park
6753,South_263,2698338573,0,"Move along, children, you're holding up the line.",South_Park
6754,South_264,2698338573,0,"You guys, do you know where I can find the clitoris?",South_Park
6755,South_265,2698338573,0,The what?,South_Park
6756,South_266,2698338573,0,"What, is that like finding Jesus or something?",South_Park
6757,South_267,2698338573,0,"Attention, students.",South_Park
6758,South_268,2698338573,0,We are now enforcing a new dress code at South Park Elementary.,South_Park
6759,South_269,2698338573,0,Terrance and Phillip shirts are no longer allowed in school.,South_Park
6760,South_270_271,2698338573,0,Anyone wearing a Terrance and Phillip shirt is to be sent home immediately.,South_Park
6761,South_272,2698338573,0,- Hooray! - Hooray!,South_Park
6762,South_273_274,2698338573,1,The R-rated Canadian film Asses of Fire is number one at the box office.,South_Park
6763,South_275,2698338573,0,But is the film destroying American youth?,South_Park
6764,South_276,2698338573,1,Here with a special report is a midget in a bikini.,South_Park
6765,South_277_278,2698338573,0,"Thanks, Tom. It appears that the effects of the Canadian comedy are far-reaching indeed.",South_Park
6766,South_279_280,2698338573,0,"All over America, children seem to be influenced, like at this spelling bee in Washington.",South_Park
6767,South_281_282,2698338573,1,"All right. This is for the silver medal. Spell ""forensics."" Fuck that! Why should I fucking have to spell ""forensics""?",South_Park
6768,South_283,2698338573,0,- Yeah. - Yeah.,South_Park
6769,South_284,2698338573,1,Here you go. S-U-C-K-M-Y-A-S-S. Forensics.,South_Park
6770,South_285_286,2698338573,1,"Tom, the devastating impact of the Canadian duo can also be seen with their new hit song Shut Your Fucking Face, Uncle Fucka.",South_Park
6771,South_287_288_289_290_291,2698338573,1,"Shut your fucking face, uncle fucka You're a boner-biting bastard Uncle fucka Thought I told you that we won't stop Thought I told you that we won't stop - Back to you, Tom. - Thanks, midget.",South_Park
6772,South_292,2698338573,0,Shocking report.,South_Park
6773,South_293_294,2698338573,0,The controversy began in the small mountain town of South Park where the local PTA is trying to ban the movie.,South_Park
6774,South_295,2698338573,0,"With us tonight is the head of the PTA, Sheila Broflovski.",South_Park
6775,South_296,2698338573,0,"- Hello, Tom. - And the Canadian Minister of Movies.",South_Park
6776,South_297,2698338573,0,"Thanks for having me, buddy.",South_Park
6777,South_298_299,2698338573,0,"Minister, parents are concerned about your country's entertainment. Your thoughts?",South_Park
6778,South_300,2698338573,0,"Well, the film is R-rated and is not intended for children.",South_Park
6779,South_301,2698338574,0,But of course children are gonna see it!,South_Park
6780,South_302_303,2698338574,0,Can I finish? The fact is that we Canadians are quite surprised by your outrage.,South_Park
6781,South_304,2698338574,0,- You just don't care! - Can I finish? Hello? Can I finish?,South_Park
6782,South_305,2698338574,0,The United States has graphic violence on television all the time.,South_Park
6783,South_306_307,2698338574,0,We can't believe that a movie with some foul language would piss you off so much.,South_Park
6784,South_308,2698338574,0,Because it's evil!,South_Park
6785,South_309,2698338574,0,Can I finish? Please! Can I finish?,South_Park
6786,South_310,2698338574,0,"Okay, I'm finished.",South_Park
6787,South_311_312,2698338574,0,"But, Mr. Minister, it isn't like this film is the first troublesome thing to come out of Canada.",South_Park
6788,South_313,2698338574,0,Let us not forget Bryan Adams.,South_Park
6789,South_314_315,2698338574,0,"Now, now. The Canadian government has apologized for Bryan Adams on several occasions.",South_Park
6790,South_316_317,2698338574,2,"You Canadians are all the same, with your beady little eyes and flapping heads!",South_Park
6791,South_318,2698338574,0,- You're trash. - I resent that! I find that racist!,South_Park
6792,South_319,2698338574,0,Our children are now addicted to your filth!,South_Park
6793,South_320,2698338574,0,"You are a racist, ma'am. You are a racist.",South_Park
6794,South_321_322,2698338574,0,It is going to take us weeks to erase the damage this film has done to our children!,South_Park
6795,South_323,2698338574,0,"Kids, I wanna welcome you to rehabilitation, m'kay?",South_Park
6796,South_324_325,2698338574,0,Your mothers insisted that you be taken from your normal schoolwork and placed into rehab to learn not to swear.,South_Park
6797,South_326,2698338574,0,"I must say, I don't think I belong with these rogues.",South_Park
6798,South_327,2698338574,0,I attended school at Yardale and had a 4.0 grade point average.,South_Park
6799,South_328,2698338574,1,"You're a fucking faggot, dude.",South_Park
6800,South_329,2698338574,0,"M'kay. You see, children? This is exactly what I'm talking about.",South_Park
6801,South_330,2698338574,0,We have to get you off of foul language.,South_Park
6802,South_331,2698338574,0,"- How are we gonna do that? - Well, listen here.",South_Park
6803,South_332_333,2698338574,1,"There are times when you get suckered in By drugs and alcohol and sex with women, m'kay?",South_Park
6804,South_334_335_336,2698338574,0,"But it's when you do these things too much That you've become an addict and must get back in touch You can do it It's all up to you, m'kay?",South_Park
6805,South_337_338_339_340_341_342_343_344_345_346_347_348_349_350_351,2698338574,1,"With a little plan you can change your life today You don't have to spend your life addicted to smack Homeless on the streets giving hand-jobs for crack Follow my plan and very soon you will say ""It's easy, m'kay?"" Step one, instead of ""ass"" say ""buns"" Like ""Kiss my buns"" or ""You're a buns-hole"" Step two, instead of ""shit"" say ""poo"" As in ""bull-poo,"" ""poo-head"" and ""This poo is cold"" Step three, with ""bitch"" drop the ""T"" 'Cause ""bich"" is Latin for ""generosity"" Step four, don't say ""fuck"" anymore 'Cause ""fuck"" is the worst word that you can say So just use the word ""m'kay"" we can do it It's all up to us, m'kay?",South_Park
6806,South_352_353_354_355_356_357_358_359_360_361_362_363_364_365_366_367_368_369,2698338574,1,"M'kay With a little plan we can change our lives today You can change it today You don't have to spend your life shooting up in the trash Homeless on the streets giving hand-jobs for cash Follow this plan and very soon you will say ""It's easy, m'kay?"" - Step one - Instead of ""ass"" say ""buns"" - Like ""Kiss my buns"" - Or ""You're a buns-hole"" - Step two - Instead of ""shit"" say ""poo"" - As in ""bull-poo"" - ""Poo-head"" And ""This poo is cold"" - Step three - With ""bitch"" drop the ""T"" 'Cause ""bich"" is Latin for ""generosity"" - Step four - Don't say ""fuck"" anymore 'Cause ""fuck"" is the worse word that you can say ""Fuck"" is the worse word that you can say We shouldn't say ""fuck"" No, we shouldn't say ""fuck,"" fuck, no!",South_Park
6807,South_370_371_372_373_374_375,2698338574,0,"You're cured, you can go You don't have to spend your life shooting up in the trash Homeless on the streets giving hand-jobs for cash Follow this plan and very soon you will say ""It's easy, m'kay?"" It's easy, m'kay?",South_Park
6808,South_376,2698338574,0,"- It's easy, m'kay? - It's easy, m'kay?",South_Park
6809,South_377_378,2698338574,0,"- It's easy, m'kay? - It's easy It's easy It's easy, m'kay?",South_Park
6810,South_379,2698338574,0,M'kay. M'kay.,South_Park
6811,South_380,2698338574,0,Now you're cured.,South_Park
6812,South_381,2698338574,0,"You can take the rest of the afternoon off for personal reflection, m'kay?",South_Park
6813,South_382,2698338574,0,"Find your own constructive way to better yourself, m'kay?",South_Park
6814,South_383_384,2698338574,0,"Well, Phillip, I hope you've learned something through this whole experience.",South_Park
6815,South_385,2698338574,1,"I did, Terrance. I learned that you are a boner-biting dick-fart fuck-face.",South_Park
6816,South_386,2698338574,0,Want to see the northern lights?,South_Park
6817,South_387,2698338574,1,You burned yourself to death by lighting your fart!,South_Park
6818,South_388,2698338574,0,"I sure did, Phillip.",South_Park
6819,South_389,2698338575,1,Uncle fucker! Too tight!,South_Park
6820,South_390,2698338575,0,"Man, that movie gets better every time I see it.",South_Park
6821,South_391,2698338575,0,"- Hey! - Yeah, but you know what?",South_Park
6822,South_392,2698338575,1,That whole part about lighting farts is bullshit.,South_Park
6823,South_393,2698338575,0,You can't do that.,South_Park
6824,South_394,2698338575,0,No way!,South_Park
6825,South_395,2698338575,0,"Okay, Kenny, I'll bet you $100 you can't light a fart on fire!",South_Park
6826,South_396,2698338575,1,"- Holy shit, dude! - Ahh! Oh, my God!",South_Park
6827,South_397,2698338575,1,"Oh, shit! Oh, shit!",South_Park
6828,South_398,2698338575,0,- Somebody do something! - This stick is on fire!,South_Park
6829,South_399,2698338575,1,"- Oh, my God, you killed Kenny! - You bastard!",South_Park
6830,South_400,2698338575,0,"Well, I guess you can light a fart on fire, huh?",South_Park
6831,South_401,2698338575,0,Load that IV with 70 cc's of sodium pentothal!,South_Park
6832,South_402,2698338575,1,"- We just called the parents. - Oh, shit, dude!",South_Park
6833,South_403_404,2698338575,0,Now our moms are gonna find out we went to the Terrance and Phillip movie again!,South_Park
6834,South_405_406,2698338575,0,Vacuum! Try to untangle his trachea and esophagus.,South_Park
6835,South_407,2698338575,0,"- Dude! - No, that doesn't go there!",South_Park
6836,South_408_409,2698338575,0,"Oh! - Gross, Stan! - That's sick.",South_Park
6837,South_410,2698338575,0,- Watch his liver. - I'll get it.,South_Park
6838,South_411,2698338575,0,"We have precious little time left, people.",South_Park
6839,South_412,2698338575,0,We're gonna lose him soon.,South_Park
6840,South_413,2698338575,0,"- Doctor, his heart stopped! - Let's get it out of there.",South_Park
6841,South_414,2698338575,0,We need to zap this quick!,South_Park
6842,South_415,2698338575,0,"- Who's making a potato? - My bad, sir. I missed lunch.",South_Park
6843,South_416,2698338575,0,Damn it! I'm not gonna lose this kid!,South_Park
6844,South_417,2698338575,0,Close him up. We've done all we can.,South_Park
6845,South_418,2698338575,0,The rest is up to God.,South_Park
6846,South_419,2698338575,0,"Kenny? Kenny, can you hear me?",South_Park
6847,South_420,2698338575,0,"How are you feeling, son?",South_Park
6848,South_421,2698338575,0,"Great. Son, I have some bad news.",South_Park
6849,South_422,2698338575,0,We accidentally replaced your heart with a baked potato.,South_Park
6850,South_423,2698338575,0,You have about three seconds to live.,South_Park
6851,South_424,2698338575,1,"Ah! Fucking weak, dude!",South_Park
6852,South_425,2698338575,1,"- Oh, my God, they killed Kenny! - You bastards!",South_Park
6853,South_426,2698338575,0,Damn it! It never gets any easier!,South_Park
6854,South_427,2698338575,0,I bet him he couldn't do it. I bet him $100.,South_Park
6855,South_428,2698338575,0,"Come on, Cartman, it's not your fault.",South_Park
6856,South_429,2698338575,1,"No, I know. I'm just fucking stoked I don't have to pay him.",South_Park
6857,South_430,2698338575,1,"Oh! That's real nice! He was your friend, you fat fuck!",South_Park
6858,South_431,2698338575,0,"So, boys, you saw that movie again?",South_Park
6859,South_432,2698338576,0,"- Yes. - Well, Kyle, I have had it!",South_Park
6860,South_433,2698338576,0,You are grounded for the next two weeks!,South_Park
6861,South_434,2698338576,0,"- Grounded? - And you, Stan. Come on.",South_Park
6862,South_435,2698338576,0,"And you're grounded for three weeks, Eric.",South_Park
6863,South_436,2698338576,1,Why am I grounded more? That's fucking bullshit!,South_Park
6864,South_437,2698338576,0,"What? What? What? What was that word, young man?",South_Park
6865,South_438_439,2698338576,0,Little boy at peace What is this place beyond the stars?,South_Park
6866,South_440_441,2698338576,0,Open up your eyes What are these things you're moving toward?,South_Park
6867,South_442_443_444,2698338576,0,Head so full of wonder Worries in the past Could it be that you are free at last?,South_Park
6868,South_445_446,2698338576,0,No! Little boy You're going to hell!,South_Park
6869,South_447_448_449,2698338576,0,"You said bad words Threw rocks at the birds And now this is your hotel You ain't going back This ain't Disneyland, it's hell!",South_Park
6870,South_450_451_452_453,2698338576,0,"Little boy, it's time for you to pay For hurting that bird and not going to church And staring at boobs every day Thought you were in bed Instead, you're in hell!",South_Park
6871,South_454,2698338576,0,"Hell isn't good, hell isn't good Hell!",South_Park
6872,South_455,2698338576,0,"Hell isn't good, hell isn't good Hell!",South_Park
6873,South_456,2698338576,1,"Hey, fuck-face, have you seen Gracie?",South_Park
6874,South_457,2698338576,0,There is orderliness in the universe.,South_Park
6875,South_458,2698338576,0,"Hell isn't good, hell isn't good No!",South_Park
6876,South_459,2698338576,0,"Parents, our children are out of control!",South_Park
6877,South_460,2698338576,0,This is what happens when toilet humor is allowed to run rampant!,South_Park
6878,South_461_462,2698338576,0,That's right. Kenny set himself on fire because he saw Terrance and Phillip do it in that dirty movie!,South_Park
6879,South_463,2698338576,0,We must stop dirty language from getting to our children's ears!,South_Park
6880,South_464,2698338576,0,We must go fight the source of it!,South_Park
6881,South_465,2698338576,0,But what is the source?,South_Park
6882,South_466,2698338576,0,Oh! That's easy.,South_Park
6883,South_467_468_469,2698338576,0,Times have changed Our kids are getting worse They won't obey their parents They just want to fart and curse Should we blame the government?,South_Park
6884,South_470,2698338576,0,Or blame society?,South_Park
6885,South_471,2698338576,0,Or should we blame the images on TV?,South_Park
6886,South_472,2698338576,2,No! Blame Canada!,South_Park
6887,South_473,2698338576,2,Blame Canada!,South_Park
6888,South_474_475,2698338576,0,With all their beady little eyes and flapping heads so full of lies Blame Canada! Blame Canada!,South_Park
