,movie_id,batch_id,majority_answer,text,movie_name
1583,BlacKkKlansman(2018)23_32_33,3187958735,2,"- Oh, my God. - Rapists, murderers, craving the virgin white...",BlacKkKlansman
1584,BlacKkKlansman(2018)23_34,3187958735,0,"- Is it ""virgin pure""? - WOMAN: Yes.",BlacKkKlansman
1585,BlacKkKlansman(2018)23_36,3187958735,0,"Rapists, murderers, craving the virgin pure flesh of white women.",BlacKkKlansman
1586,BlacKkKlansman(2018)23_37,3187958735,0,-  - They are super predators!,BlacKkKlansman
1587,BlacKkKlansman(2018)23_38_39_40,3187958735,2,"And the Negro's insidious tactics, under the tutelage of high-ranking, blood-sucking Jews, using an army of outside northern black beast preda... what is it? ""Black beast agitat..."" - WOMAN: ""Agitators."" - God, watch this! God!",BlacKkKlansman
1588,BlacKkKlansman(2018)23_41_42,3187958735,0,Using an army of outside northern black beast agitators determined to overthrow the God-commanded and biblically inspired rule of the white race.,BlacKkKlansman
1589,BlacKkKlansman(2018)23_43,3187958735,2,It's an international Jewish conspiracy.,BlacKkKlansman
1590,BlacKkKlansman(2018)23_44,3187958735,0,May God bless us all.,BlacKkKlansman
1591,BlacKkKlansman(2018)23_45,3187958735,0,"WOMAN: God bless you, too, sir.",BlacKkKlansman
1592,BlacKkKlansman(2018)23_48,3187958735,0,Why weren't you drafted into the Vietnam War?,BlacKkKlansman
1593,BlacKkKlansman(2018)23_49,3187958735,0,"- I went to college, sir. - How do you feel about Vietnam?",BlacKkKlansman
1594,BlacKkKlansman(2018)23_50,3187958735,0,"I have mixed feelings, sir.",BlacKkKlansman
1595,BlacKkKlansman(2018)23_51,3187958735,0,Would you call yourself a womanizer?,BlacKkKlansman
1596,BlacKkKlansman(2018)23_52,3187958735,0,"- No, I would not, sir. - You frequent nightclubs?",BlacKkKlansman
1597,BlacKkKlansman(2018)23_53,3187958735,0,"- No, sir. - CHIEF: Do you drink?",BlacKkKlansman
1598,BlacKkKlansman(2018)23_54,3187958735,0,"Only on special occasions, sir.",BlacKkKlansman
1599,BlacKkKlansman(2018)23_55,3187958735,0,"- Ever done any drugs? - Only those prescribed by my doctor, sir.",BlacKkKlansman
1600,BlacKkKlansman(2018)23_56,3187958735,0,"Well, that's kind of rare for a young, hip soul brother like you.",BlacKkKlansman
1601,BlacKkKlansman(2018)23_57,3187958735,0,"Uh, yes, sir.",BlacKkKlansman
1602,BlacKkKlansman(2018)23_58,3187958735,0,"But my father was in the military, and my parents, they raised me the right way.",BlacKkKlansman
1603,BlacKkKlansman(2018)23_59,3187958735,0,"- How do you get along with people, generally? - Sir, they treat me right, I treat them right.",BlacKkKlansman
1604,BlacKkKlansman(2018)23_60,3187958735,0,"Like I said before, I was raised up the right way, so...",BlacKkKlansman
1605,BlacKkKlansman(2018)23_61,3187958736,0,"I mean, have you ever had any negative...",BlacKkKlansman
1606,BlacKkKlansman(2018)23_62,3187958736,2,What would you do if another cop called you a nigger?,BlacKkKlansman
1607,BlacKkKlansman(2018)23_63,3187958736,0,Or worse.,BlacKkKlansman
1608,BlacKkKlansman(2018)23_64,3187958736,0,"- Would that happen, sir? - Shit...",BlacKkKlansman
1609,BlacKkKlansman(2018)23_66,3187958736,0,There's never been a black cop in this city.,BlacKkKlansman
1610,BlacKkKlansman(2018)23_67_68,3187958736,0,"Now, if we make you an officer, you will, in effect, be the Jackie Robinson of the Colorado Springs Police Force.",BlacKkKlansman
1611,BlacKkKlansman(2018)23_69_70_71,3187958736,0,"And if you know anything about Jackie Robinson, you know he had to take a lot of, uh, uh, guff from his fellow teammates, the fans, other teams and the press.",BlacKkKlansman
1612,BlacKkKlansman(2018)23_72,3187958736,0,"I know the Jackie Roosevelt Robinson story, sir.",BlacKkKlansman
1613,BlacKkKlansman(2018)23_73,3187958736,0,"Good. So, knowing that, if somebody calls you a nigger, will you be able to turn the other cheek?",BlacKkKlansman
1614,BlacKkKlansman(2018)23_75,3187958736,0,"If I had to, sir, yes. Yes, I would.",BlacKkKlansman
1615,BlacKkKlansman(2018)23_76,3187958736,0,"Son... the mayor, the chief and I think you might be the man to open things up around here.",BlacKkKlansman
1616,BlacKkKlansman(2018)23_77,3187958736,0,- Chief Bridges will be your Branch Rickey. - I'll have your back.,BlacKkKlansman
1617,BlacKkKlansman(2018)23_78,3187958736,0,But I can only do so much.,BlacKkKlansman
1618,BlacKkKlansman(2018)23_79,3187958736,0,The weight of this is going to be on you...,BlacKkKlansman
1619,BlacKkKlansman(2018)23_80,3187958736,0,"- and you alone. - Thank you for the opportunity, gentlemen.",BlacKkKlansman
1620,BlacKkKlansman(2018)23_81,3187958736,0,- Wow. Cybill Shepherd. -  Yeah.,BlacKkKlansman
1621,BlacKkKlansman(2018)23_82,3187958736,0,"I loved her in ""The Last Picture Show"".",BlacKkKlansman
1622,BlacKkKlansman(2018)23_83,3187958736,0,Never saw it. I don't like black-and-white movies.,BlacKkKlansman
1623,BlacKkKlansman(2018)23_84,3187958736,0,"- So, what do you think? - I think she's a really good actress.",BlacKkKlansman
1624,BlacKkKlansman(2018)23_85_86_87,3187958736,0,"Oh, come on. You know you want - some of that. -  - MAN: Looking for a toad here. - You're up.",BlacKkKlansman
1625,BlacKkKlansman(2018)23_89,3187958736,0,"Give me the record for that toad, Maurice Smalls.",BlacKkKlansman
1626,BlacKkKlansman(2018)23_90,3187958736,0,"While you're at it, grab another toad, Tippy Birdsong.",BlacKkKlansman
1627,BlacKkKlansman(2018)23_91_93,3187958736,0,T-I-P-P-Y. Can I help you?,BlacKkKlansman
1628,BlacKkKlansman(2018)23_94,3187958736,0,"- May I have a minute, please? - Sit.",BlacKkKlansman
1629,BlacKkKlansman(2018)23_96,3187958736,0,"Sergeant Trapp, Chief Bridges, I'll get right to it.",BlacKkKlansman
1630,BlacKkKlansman(2018)23_97,3187958736,0,"- I'd like to be an undercover detective. - What, like Narcotics?",BlacKkKlansman
1631,BlacKkKlansman(2018)23_98,3187958736,0,"- Whichever department works, sir. - You just joined the force, rookie.",BlacKkKlansman
1632,BlacKkKlansman(2018)23_99,3187958736,0,I think I can do some real good there.,BlacKkKlansman
1633,BlacKkKlansman(2018)23_100,3187958736,0,- Is that right? - I'm young.,BlacKkKlansman
1634,BlacKkKlansman(2018)23_101,3187958736,0,There's a real niche for me.,BlacKkKlansman
1635,BlacKkKlansman(2018)23_102,3187958736,0,"- Get in where I fit in. - You think a lot of yourself, don't you?",BlacKkKlansman
1636,BlacKkKlansman(2018)23_103,3187958736,0,I'll do whatever it takes.,BlacKkKlansman
1637,BlacKkKlansman(2018)23_104,3187958736,0,And I hate the records room.,BlacKkKlansman
1638,BlacKkKlansman(2018)23_106_107,3187958736,0,"Well... I think records is a good place for you to start, rookie.",BlacKkKlansman
1639,BlacKkKlansman(2018)23_108,3187958736,0,"Chief, do you want me clean-shaven? I can even chop down the natural.",BlacKkKlansman
1640,BlacKkKlansman(2018)23_109,3187958736,0,"No, no, no. You keep it.",BlacKkKlansman
1641,BlacKkKlansman(2018)23_110,3187958736,0,I like the look.,BlacKkKlansman
1642,BlacKkKlansman(2018)23_111,3187958736,0,I need a file on a toad.,BlacKkKlansman
1643,BlacKkKlansman(2018)23_112,3187958736,0,You deaf? I said I need a file on a toad.,BlacKkKlansman
1644,BlacKkKlansman(2018)23_113,3187958736,0,- No toads here. - Excuse me?,BlacKkKlansman
1645,BlacKkKlansman(2018)23_114,3187958737,0,I said I don't have any toads.,BlacKkKlansman
1646,BlacKkKlansman(2018)23_115,3187958737,0,I do have human beings.,BlacKkKlansman
1647,BlacKkKlansman(2018)23_116,3187958737,0,"You give me their names, I'll get you the file.",BlacKkKlansman
1648,BlacKkKlansman(2018)23_117,3187958737,1,"I heard you think you're hot shit, but you ain't nothing but a cold fart.",BlacKkKlansman
1649,BlacKkKlansman(2018)23_118,3187958737,0,The name is Steven Wilson.,BlacKkKlansman
1650,BlacKkKlansman(2018)23_120,3187958737,0,"Was that respectful enough for you, Officer Toad?",BlacKkKlansman
1651,BlacKkKlansman(2018)23_121_122_123_124_125_126_127_128_129_130_131,3187958737,0,"[""OH HAPPY DAY"" BY THE EDWIN HAWKINS SINGERS PLAYS] -  Oh, happy day  -  Oh, happy day  -  Oh, happy day  -  Oh, happy day   When Jesus washed  -  When Jesus washed  -  -  Oh, when he washed  -  When Jesus washed   When Jesus washed  -  When Jesus washed  -  He washed my sins away  -  Oh, happy day  -   Oh, happy day  - Hello. - It's Bridges, you sleeping?",BlacKkKlansman
1652,BlacKkKlansman(2018)23_132,3187958737,0,"- Uh, yeah, Chief, um, worked an all-night shift. - I've changed my mind.",BlacKkKlansman
1653,BlacKkKlansman(2018)23_133,3187958737,0,You're coming in a little early today.,BlacKkKlansman
1654,BlacKkKlansman(2018)23_134_135,3187958737,0,- I got an assignment for you. -  12:00 noon sharp. Narcotics division.,BlacKkKlansman
1655,BlacKkKlansman(2018)23_136,3187958737,0,"- Yes, sir. - Wear street clothes.",BlacKkKlansman
1656,BlacKkKlansman(2018)23_137,3187958737,0,Thank you.,BlacKkKlansman
1657,BlacKkKlansman(2018)23_138_139,3187958737,0,"-  He washed my sins away  -  Oh, happy day  - CP time? - Jimmy, the rookie's late.",BlacKkKlansman
1658,BlacKkKlansman(2018)23_140,3187958737,0,"- You're late, rookie. - Sorry. Won't happen again.",BlacKkKlansman
1659,BlacKkKlansman(2018)23_141,3187958737,0,"We have limited time, so I'll be quick.",BlacKkKlansman
1660,BlacKkKlansman(2018)23_142,3187958737,0,"The black radical, Stokely Carmichael, is giving a speech tonight at Bell's Nightingale.",BlacKkKlansman
1661,BlacKkKlansman(2018)23_143_144,3187958737,0,- Yep. - Carmichael is a former high-muckety-muck with the Black Panthers.,BlacKkKlansman
1662,BlacKkKlansman(2018)23_145_146_147,3187958737,0,"And as far as I'm concerned, FBI Director J. Edgar Hoover was dead right when he said the Black Panthers are the greatest internal threat to the security of these United States.",BlacKkKlansman
1663,BlacKkKlansman(2018)23_148_149_150,3187958737,0,"This Carmichael joker, former Panther or not, well, they say, he is a damn good speaker, and so we don't want this Carmichael getting into the minds of the good black people here in Colorado Springs and stirring them up.",BlacKkKlansman
1664,BlacKkKlansman(2018)23_151_152,3187958737,0,"Ron, your assignment is to go to this speech tonight, infiltrate this bunch of subversives and just monitor the audience reaction to Carmichael's speech.",BlacKkKlansman
1665,BlacKkKlansman(2018)23_153,3187958737,0,- You ready? - Born ready.,BlacKkKlansman
1666,BlacKkKlansman(2018)23_154,3187958737,0,I'm not ready.,BlacKkKlansman
1667,BlacKkKlansman(2018)23_156,3187958737,1,"- Any chance this thing fucks up? - Oh, fuck yeah.",BlacKkKlansman
1668,BlacKkKlansman(2018)23_157,3187958737,0,- Then what? - JIMMY: Just stick to the game plan.,BlacKkKlansman
1669,BlacKkKlansman(2018)23_158,3187958737,0,- Which is? - Uh... improvise.,BlacKkKlansman
1670,BlacKkKlansman(2018)23_159,3187958737,0,- Like jazz. - Like bebop.,BlacKkKlansman
1671,BlacKkKlansman(2018)23_160,3187958737,0,-  - This isn't some big bust.,BlacKkKlansman
1672,BlacKkKlansman(2018)23_161,3187958737,0,We just want some intel. That's it.,BlacKkKlansman
1673,BlacKkKlansman(2018)23_162,3187958737,0,And what if someone offers you a marijuana cigarette?,BlacKkKlansman
1674,BlacKkKlansman(2018)23_163,3187958737,0,- You mean a joint? - Yeah. Mary Jane.,BlacKkKlansman
1675,BlacKkKlansman(2018)23_165,3187958737,0,Excuse me.,BlacKkKlansman
1676,BlacKkKlansman(2018)23_166_167_168,3187958737,0,"Soul brother, - I'm already high on life. Can you dig it? -  - It's dug. - My man.",BlacKkKlansman
1677,BlacKkKlansman(2018)23_169,3187958737,0,- And if someone pulls a gun on you? - Will that happen?,BlacKkKlansman
1678,BlacKkKlansman(2018)23_170,3187958737,1,- Barrel of a .45 in your face. - Shit.,BlacKkKlansman
1679,BlacKkKlansman(2018)23_171,3187958737,0,Finger on the trigger. Now what?,BlacKkKlansman
1680,BlacKkKlansman(2018)23_172,3187958737,0,"Blood, get that gun out of my face. Peace, love and soul.",BlacKkKlansman
1681,BlacKkKlansman(2018)23_173,3187958737,0,Gun is still in your face.,BlacKkKlansman
1682,BlacKkKlansman(2018)23_174,3187958737,0,"I de-escalate... talk calmly, firmly.",BlacKkKlansman
1683,BlacKkKlansman(2018)23_175,3187958737,0,- Find a way out of there ASAP. - Relax. We'll be outside listening in.,BlacKkKlansman
1684,BlacKkKlansman(2018)23_176,3187958737,0,- Okay. - Got it?,BlacKkKlansman
1685,BlacKkKlansman(2018)23_178,3187958738,0,I got it. I'm gone.,BlacKkKlansman
1686,BlacKkKlansman(2018)23_179,3187958738,0,Here we go.,BlacKkKlansman
1687,BlacKkKlansman(2018)23_181,3187958738,0,I just have so many questions to ask him.,BlacKkKlansman
1688,BlacKkKlansman(2018)23_182,3187958738,0,- But... - Um...,BlacKkKlansman
1689,BlacKkKlansman(2018)23_183,3187958738,0,"How are you, uh...",BlacKkKlansman
1690,BlacKkKlansman(2018)23_184,3187958738,0,"- how are you doing this evening, my sister? - Can we help you?",BlacKkKlansman
1691,BlacKkKlansman(2018)23_185,3187958738,0,"- I'm doing fine, my brother.  - What? We don't know him.",BlacKkKlansman
1692,BlacKkKlansman(2018)23_186,3187958738,0,"What? Hakeem, why you dragging me?",BlacKkKlansman
1693,BlacKkKlansman(2018)23_187,3187958738,0,"- It's going to be an amazing night. - Indeed, it is.",BlacKkKlansman
1694,BlacKkKlansman(2018)23_188,3187958738,0,Have you heard Brother Kwame speak before?,BlacKkKlansman
1695,BlacKkKlansman(2018)23_189_190,3187958738,0,"Who? -  Uh, Kwame Ture. - Oh, uh, uh... well, actually, I haven't, but...",BlacKkKlansman
1696,BlacKkKlansman(2018)23_191,3187958738,0,- Okay. - I didn't realize he changed his name.,BlacKkKlansman
1697,BlacKkKlansman(2018)23_192,3187958738,0,"-  - Uh, yes, after he moved to Africa.",BlacKkKlansman
1698,BlacKkKlansman(2018)23_193_194,3187958738,0,"He took the names of Kwame Nkrumah of Ghana and his mentor, S  kou Tour   of Guinea, to honor the great leaders.",BlacKkKlansman
1699,BlacKkKlansman(2018)23_195,3187958738,0,"- Well, that is heavy. - Mm-hmm.",BlacKkKlansman
1700,BlacKkKlansman(2018)23_196,3187958738,0,You know how he got to Colorado Springs?,BlacKkKlansman
1701,BlacKkKlansman(2018)23_197_198,3187958738,0,"Yeah, yeah. The, uh, Colorado College Black Student Union - invited him. - Oh, I can dig it.",BlacKkKlansman
1702,BlacKkKlansman(2018)23_199,3187958738,0,- I can dig it. - Mm-hmm.,BlacKkKlansman
1703,BlacKkKlansman(2018)23_200,3187958738,0,"Are you, uh... are you part of the Union?",BlacKkKlansman
1704,BlacKkKlansman(2018)23_201,3187958738,0,I'm the president.,BlacKkKlansman
1705,BlacKkKlansman(2018)23_202,3187958738,0,Really? I'm talking to the president right now?,BlacKkKlansman
1706,BlacKkKlansman(2018)23_203,3187958738,0,"- Yes, you are. - Right on, sister.",BlacKkKlansman
1707,BlacKkKlansman(2018)23_204,3187958738,0,"- Well, I bought a ticket. - Mm-hmm.",BlacKkKlansman
1708,BlacKkKlansman(2018)23_205,3187958738,0,May I skip the line since I'm talking to the president?,BlacKkKlansman
1709,BlacKkKlansman(2018)23_206,3187958738,0,There's no cutting in line.,BlacKkKlansman
1710,BlacKkKlansman(2018)23_207,3187958738,0,To the back.,BlacKkKlansman
1711,BlacKkKlansman(2018)23_208,3187958738,0,RON:  See you inside?,BlacKkKlansman
1712,BlacKkKlansman(2018)23_209,3187958738,0,"PATRICE: I'll see you inside, my brother.",BlacKkKlansman
1713,BlacKkKlansman(2018)23_210,3187958738,0,- RON: Mrs. President. - PATRICE: Right on.,BlacKkKlansman
1714,BlacKkKlansman(2018)23_211_212_213_214,3187958738,0,"- Ungawa, Black Power! -  The Black Student Union of Colorado College is honored to bring the vanguard of revolutionaries fighting for the rights of black people all over the world.",BlacKkKlansman
1715,BlacKkKlansman(2018)23_215_216_217,3187958738,0,"-  - Let's show some black love to the one and only, the brother man with a plan - who is sticking it to the man. - WOMAN: Right on, right on.",BlacKkKlansman
1716,BlacKkKlansman(2018)23_218,3187958738,0,"Put your hands together, my people, for our Kwame Ture.",BlacKkKlansman
1717,BlacKkKlansman(2018)23_221,3187958738,0,"KWAME TURE: Thank you, Sister Patrice.",BlacKkKlansman
1718,BlacKkKlansman(2018)23_222,3187958738,0,- Thank you. - And the Black Student Union.,BlacKkKlansman
1719,BlacKkKlansman(2018)23_223_224,3187958738,0,"I want to thank all of you, my beloved sisters and brothers, for coming out tonight.",BlacKkKlansman
1720,BlacKkKlansman(2018)23_225_226_227_228,3187958738,0,- WOMAN: Okay! -  But I'm here tonight to tell you that it is time for you to stop running away from being black.,BlacKkKlansman
1721,BlacKkKlansman(2018)23_229_230,3187958738,0,"- MAN: Boom-shaka-laka! -  It is time for you to stop running away from being black. You're college students, right?",BlacKkKlansman
1722,BlacKkKlansman(2018)23_231,3187958738,0,- WOMAN: Right on. - WOMAN2: That's right.,BlacKkKlansman
1723,BlacKkKlansman(2018)23_232,3187958738,0,You should think.,BlacKkKlansman
1724,BlacKkKlansman(2018)23_233_234,3187958738,0,"It is time for you to understand that you, as the growing intellectuals of this country, that you must define beauty for black people.",BlacKkKlansman
1725,BlacKkKlansman(2018)23_235,3187958739,0,"- WOMAN: Okay! - Now, that's Black Power.",BlacKkKlansman
1726,BlacKkKlansman(2018)23_237,3187958739,0,Let me ask you something... is beauty defined as someone with a narrow nose?,BlacKkKlansman
1727,BlacKkKlansman(2018)23_238,3187958739,0,- CROWD: No! - Thin lips?,BlacKkKlansman
1728,BlacKkKlansman(2018)23_239,3187958739,0,CROWD: No!,BlacKkKlansman
1729,BlacKkKlansman(2018)23_240,3187958739,0,White skin?,BlacKkKlansman
1730,BlacKkKlansman(2018)23_241,3187958739,0,- Uh-uh. - CROWD: Hell no!,BlacKkKlansman
1731,BlacKkKlansman(2018)23_242,3187958739,0,- Hell no. - Hell no!,BlacKkKlansman
1732,BlacKkKlansman(2018)23_243,3187958739,0,'Cause you ain't got none of that.,BlacKkKlansman
1733,BlacKkKlansman(2018)23_244_246,3187958739,0,- WOMAN: No. Okay. -  Our lips are thick.,BlacKkKlansman
1734,BlacKkKlansman(2018)23_247,3187958739,0,"- MAN: Yes. - WOMAN: Yes, they are!",BlacKkKlansman
1735,BlacKkKlansman(2018)23_248_249,3187958739,0,- Our noses broad. -  - Our hair is nappy. - CROWD: Yes!,BlacKkKlansman
1736,BlacKkKlansman(2018)23_250,3187958739,0,"We are black, and we are beautiful!",BlacKkKlansman
1737,BlacKkKlansman(2018)23_251,3187958739,0,- WOMAN: Yes! - MAN: Boom-shaka-laka!,BlacKkKlansman
1738,BlacKkKlansman(2018)23_253_254,3187958739,0,"You see, we want to be so much like the white people who oppress us in this country.",BlacKkKlansman
1739,BlacKkKlansman(2018)23_255_256,3187958739,0,"- WOMAN: Nope! - And because they hate us, and because we are ashamed of our African heritage, we then hate ourselves.",BlacKkKlansman
1740,BlacKkKlansman(2018)23_257_259,3187958739,0,- WOMAN: Preach. -  - Y'all don't hear me tonight. - PATRICE: We hear you.,BlacKkKlansman
1741,BlacKkKlansman(2018)23_260,3187958739,0,Y'all dig Tarzan?,BlacKkKlansman
1742,BlacKkKlansman(2018)23_262,3187958739,0,Tarzan. I'm gonna be honest.,BlacKkKlansman
1743,BlacKkKlansman(2018)23_263,3187958739,0,"When I was a boy, I used to go to the Saturday matinees and watch Tarzan all the time.",BlacKkKlansman
1744,BlacKkKlansman(2018)23_264,3187958739,0,"- WOMAN: Okay. - MAN: Yeah, yeah.",BlacKkKlansman
1745,BlacKkKlansman(2018)23_265,3187958739,0,And white Tarzan used to beat up the black natives.,BlacKkKlansman
1746,BlacKkKlansman(2018)23_266,3187958739,0,WOMAN: Mmm. Mm-hmm.,BlacKkKlansman
1747,BlacKkKlansman(2018)23_267,3187958739,0,"And I would sit there, yelling, ""Kill the beasts!",BlacKkKlansman
1748,BlacKkKlansman(2018)23_268_269,3187958739,0,"""Kill the savages. Kill them. Kill them! Kill them! Kill them!"" - But what I was saying was: ""Kill me"". - CROWD: That's right.",BlacKkKlansman
1749,BlacKkKlansman(2018)23_270_271,3187958739,0,It was as if a young Jewish boy saw Nazis taking Jews off to concentration camps and cheered them on.,BlacKkKlansman
1750,BlacKkKlansman(2018)23_272_273,3187958739,0,"Today, I want those chiefs to beat the hell out of Tarzan and send his lily white ass on back to the caves of Europe.",BlacKkKlansman
1751,BlacKkKlansman(2018)23_275,3187958739,0,- MAN: Boom-shaka-laka! - Right on.,BlacKkKlansman
1752,BlacKkKlansman(2018)23_276,3187958739,0,Right on.,BlacKkKlansman
1753,BlacKkKlansman(2018)23_277,3187958739,0,But it takes time.,BlacKkKlansman
1754,BlacKkKlansman(2018)23_278,3187958739,0,It takes time to become free of the lies and their shaming effects on the black mind.,BlacKkKlansman
1755,BlacKkKlansman(2018)23_279_280_281,3187958739,0,- WOMAN: Okay. - It takes time to reject the most important lie: that black people can't do the same things - that white people do... - WOMAN: That's a lie.,BlacKkKlansman
1756,BlacKkKlansman(2018)23_282,3187958739,0,...unless a white person helps them.,BlacKkKlansman
1757,BlacKkKlansman(2018)23_283,3187958739,0,WOMAN: Talk about it.,BlacKkKlansman
1758,BlacKkKlansman(2018)23_284,3187958739,0,KWAME TURE: Black Power also means that we must unite.,BlacKkKlansman
1759,BlacKkKlansman(2018)23_285,3187958739,0,"We must unite, and we must organize to form a base to fight racism.",BlacKkKlansman
1760,BlacKkKlansman(2018)23_286,3187958739,0,- WOMAN: Okay! - PATRICE: Yes. Yes.,BlacKkKlansman
1761,BlacKkKlansman(2018)23_287,3187958739,0,To fight our oppressors.,BlacKkKlansman
1762,BlacKkKlansman(2018)23_288_289,3187958739,0,"The vast majority of Negroes around this country, they live in captive communities.",BlacKkKlansman
1763,BlacKkKlansman(2018)23_290_291,3187958739,0,"And they must endure their oppression and their conditions, because and only because - they are black and powerless. - WOMAN: Educate. Educate.",BlacKkKlansman
1764,BlacKkKlansman(2018)23_292,3187958739,0,And now...,BlacKkKlansman
1765,BlacKkKlansman(2018)23_293,3187958740,0,now we are being shot down like dogs in the streets by white racist cops.,BlacKkKlansman
1766,BlacKkKlansman(2018)23_294,3187958740,0,-  - WOMAN: Speak the truth.,BlacKkKlansman
1767,BlacKkKlansman(2018)23_295,3187958740,0,KWAME TURE: I said we are being shot down in the streets by white racist cops!,BlacKkKlansman
1768,BlacKkKlansman(2018)23_296,3187958740,1,-  - WOMAN: Fuck the police.,BlacKkKlansman
1769,BlacKkKlansman(2018)23_297,3187958740,0,We can no longer endure this kind of oppression without retribution.,BlacKkKlansman
1770,BlacKkKlansman(2018)23_298,3187958740,0,-  - WOMAN: Hell no!,BlacKkKlansman
1771,BlacKkKlansman(2018)23_299,3187958740,0,-  - WOMAN: No more.,BlacKkKlansman
1772,BlacKkKlansman(2018)23_300_301,3187958740,0,"That war in Vietnam, it is not only illegal, it is immoral.",BlacKkKlansman
1773,BlacKkKlansman(2018)23_302,3187958740,0,- WOMAN: That's right. - WOMAN2: Talk about it.,BlacKkKlansman
1774,BlacKkKlansman(2018)23_303,3187958740,0,KWAME TURE: And you know what I tell them?,BlacKkKlansman
1775,BlacKkKlansman(2018)23_304,3187958740,0,"- Hell no... we won't go! - CROWD: Hell no, we won't go!",BlacKkKlansman
1776,BlacKkKlansman(2018)23_305,3187958740,0,"Hell no, we won't go! Hell no, we won't go! Hell no, we won't go! Hell no, we won't go!",BlacKkKlansman
1777,BlacKkKlansman(2018)23_306,3187958740,0,"Hell no, we won't go! Hell no, we won't go!",BlacKkKlansman
1778,BlacKkKlansman(2018)23_307,3187958740,0,"Hell no, we won't go!",BlacKkKlansman
1779,BlacKkKlansman(2018)23_308,3187958740,0,"- Hell no, we won't go! - MAN: We ain't going!",BlacKkKlansman
1780,BlacKkKlansman(2018)23_309,3187958740,0,I'd rather see a brother kill a white racist cop than kill a Vietnamese.,BlacKkKlansman
1781,BlacKkKlansman(2018)23_310,3187958740,0,"-  - WOMAN: Me, too.",BlacKkKlansman
1782,BlacKkKlansman(2018)23_311_312_313,3187958740,0,"KWAME TURE: Because at least, if he kills a racist cop, he is doing it for a reason: because they are shooting black people in the backs...",BlacKkKlansman
1783,BlacKkKlansman(2018)23_314,3187958740,0,"in these streets, right here in this very country.",BlacKkKlansman
1784,BlacKkKlansman(2018)23_316,3187958740,0,- They're killing us like dogs! - MAN: Boom-shaka-laka!,BlacKkKlansman
1785,BlacKkKlansman(2018)23_317,3187958740,0,Right here!,BlacKkKlansman
1786,BlacKkKlansman(2018)23_318,3187958740,0,Right here!,BlacKkKlansman
1787,BlacKkKlansman(2018)23_319_320,3187958740,0,"I just want to leave you, uh, in closing 'cause I know it's getting late and y'all gotta go party.",BlacKkKlansman
1788,BlacKkKlansman(2018)23_321_322,3187958740,0,"- I'm sorry, study. -  - Um...  - WOMAN: We love you!",BlacKkKlansman
1789,BlacKkKlansman(2018)23_323,3187958740,0,"I just want to leave you, sisters and brothers, with these last words.",BlacKkKlansman
1790,BlacKkKlansman(2018)23_324_325,3187958740,0,"If I am not for myself, who will be?",BlacKkKlansman
1791,BlacKkKlansman(2018)23_327,3187958740,0,"If I am for myself alone, who am I?",BlacKkKlansman
1792,BlacKkKlansman(2018)23_328,3187958740,0,"- WOMAN: Right. - MAN: Hear, hear.",BlacKkKlansman
