,Unnamed: 0,number_of_dialog,start_time,end_time,dialog,source,batch_id
47,47,54,"00:03:26,508","00:03:29,760","Same as banks, these places are insured.",Pulp.csv,3380820443
48,48,55,"00:03:29,845","00:03:32,179",Manager. He don't give a fuck.,Pulp.csv,3380820443
49,49,56,"00:03:32,264","00:03:35,099",They're just trying to get you out before you start pluggin' the diners.,Pulp.csv,3380820443
50,50,57,"00:03:35,183","00:03:39,145",Waitresses. Fuckin' forget it. No way they're takin' a bullet for the register.,Pulp.csv,3380820443
51,51,58,"00:03:39,229","00:03:42,148",Busboys. Some wetback gettin' paid $1.50 an hour...,Pulp.csv,3380820443
52,52,59,"00:03:42,232","00:03:44,734",really give a fuck you're stealin' from the owner?,Pulp.csv,3380820443
53,53,60,"00:03:44,818","00:03:47,862","Customers sittin' there with food in their mouths, they don't know what's goin' on.",Pulp.csv,3380820443
54,54,61,"00:03:47,988","00:03:52,658","One minute, they're havin' a Denver omelet, the next, someone is stickin' a gun in their face.",Pulp.csv,3380820443
55,55,62,"00:03:52,743","00:03:57,788","See, I got the idea the last liquor store we stuck up, remember?",Pulp.csv,3380820443
56,56,63,"00:03:57,873","00:04:00,541",-All the customers kept comin' in. -Yeah.,Pulp.csv,3380820443
57,57,64,"00:04:00,625","00:04:04,462","You got the idea of takin' their wallets. Now, that was a good idea.",Pulp.csv,3380820443
58,58,65,"00:04:04,546","00:04:07,882",-Thank you. -Made more from the wallets than we did from the register.,Pulp.csv,3380820443
59,59,66,"00:04:08,008","00:04:10,301","-Yes, we did. -A lot of people come to restaurants.",Pulp.csv,3380820443
60,60,67,"00:04:10,385","00:04:14,013","-A lot of wallets. -Pretty smart, huh?",Pulp.csv,3380820444
61,61,68,"00:04:14,097","00:04:16,140",Pretty smart.,Pulp.csv,3380820444
62,62,69,"00:04:17,684","00:04:20,644","I'm ready. Let's do it. Right now, right here.",Pulp.csv,3380820444
63,63,70,"00:04:20,771","00:04:25,274","-Come on. -All right. Same as last time, remember?",Pulp.csv,3380820444
64,64,71,"00:04:25,358","00:04:28,110",You're crowd control. I'll handle the employees.,Pulp.csv,3380820444
65,65,72,"00:04:33,784","00:04:36,535","-I love you, pumpkin. -I love you, honey bunny.",Pulp.csv,3380820444
66,66,73,"00:04:37,746","00:04:40,206",Everybody be cool! This is a robbery!,Pulp.csv,3380820444
67,67,74_75,"00:04:40,290","00:04:47,046","Any of you fucking pricks move, and I'll execute every motherfuckin' last one of you.",Pulp.csv,3380820444
68,68,76_78_79_80_81_82_83_84_85_86_87,"00:04:47,547","00:07:08,604","       [""MISIRLOU""]        [""JUNGLE BOOGIE""]     Jungle boogie         Get down with the boogie         Jungle boogie         Get it on         Jungle boogie         Get down with the boogie         Jungle boogie         Get it on         Jungle boogie         Get up with the boogie         Jungle boogie         Get up with the get down         Jungle boogie         Get down and boogie         Jungle boogie         Shake it around        -Okay, so tell me again about the hash bars. -Okay, what you want to know?",Pulp.csv,3380820444
69,69,88,"00:07:08,730","00:07:11,523","-Hash is legal there, right? -Yeah, it's legal, but it ain't 100% legal.",Pulp.csv,3380820444
70,70,89,"00:07:11,608","00:07:16,237","You just can't walk into a restaurant, roll a joint and start puffin' away.",Pulp.csv,3380820444
71,71,90,"00:07:16,321","00:07:19,615","I mean, they want you to smoke in your home or certain designated places.",Pulp.csv,3380820444
72,72,91,"00:07:19,741","00:07:22,368",-Those are hash bars? -Yeah. It breaks down like this.,Pulp.csv,3380820444
73,73,92,"00:07:22,452","00:07:24,787",It's legal to buy it. It's legal to own it.,Pulp.csv,3380820444
74,74,93,"00:07:24,871","00:07:28,040","And if you're the proprietor of a hash bar, it's legal to sell it.",Pulp.csv,3380820444
75,75,94,"00:07:28,124","00:07:32,544","It's illegal to carry it, but-but that doesn't matter, 'cause get a load of this.",Pulp.csv,3380820444
76,76,95,"00:07:32,629","00:07:37,007","If you get stopped by a cop in Amsterdam, it's illegal for them to search you.",Pulp.csv,3380820444
77,77,96,"00:07:37,133","00:07:41,053","-I mean, that's a right the cops in Amsterdam don't have. -Oh, man! I'm goin'.",Pulp.csv,3380820444
78,78,97,"00:07:41,137","00:07:43,681",That's all there is to it. I'm fuckin' goin'.,Pulp.csv,3380820444
79,79,98,"00:07:43,765","00:07:46,642","I know, baby. You'd dig it the most.",Pulp.csv,3380820444
80,80,99,"00:07:46,768","00:07:49,478",-But you know what the funniest thing about Europe is? -What?,Pulp.csv,3380820445
81,81,100_101,"00:07:49,562","00:07:57,111","It's the little differences. I mean, they got the same shit over there that they got here, -but it's just there, it's a little different. -Example...",Pulp.csv,3380820445
82,82,102,"00:07:57,195","00:08:00,322",You can walk into a movie theater in Amsterdam and buy a beer.,Pulp.csv,3380820445
83,83,103,"00:08:00,407","00:08:04,034",And I don't mean just like no paper cup. I'm talkin' about a glass of beer.,Pulp.csv,3380820445
84,84,104,"00:08:04,119","00:08:07,913","And in Paris, you can buy a beer in McDonald's. You know what they call...",Pulp.csv,3380820445
85,85,105,"00:08:07,998","00:08:11,500",a Quarter Pounder with Cheese in Paris?,Pulp.csv,3380820445
86,86,106,"00:08:11,584","00:08:13,752",They don't call it a Quarter Pounder with Cheese?,Pulp.csv,3380820445
87,87,107,"00:08:13,837","00:08:16,630",They got the metric system. They wouldn't know what the fuck a quarter-pounder is.,Pulp.csv,3380820445
88,88,108,"00:08:16,715","00:08:20,551",-What do they call it? -They call it a Royale with Cheese.,Pulp.csv,3380820445
89,89,109,"00:08:20,677","00:08:22,136",-Royale with Cheese. -That's right.,Pulp.csv,3380820445
90,90,110,"00:08:22,220","00:08:24,138",What do they call a Big Mac?,Pulp.csv,3380820445
91,91,111,"00:08:24,222","00:08:27,516","Big Mac's a Big Mac, but they call it Le Big Mac.",Pulp.csv,3380820445
92,92,112_113,"00:08:27,600","00:08:34,898"," ""Le Big Mac""  -What do they call a Whopper? -I don't know. I didn't go into Burger King.",Pulp.csv,3380820445
93,93,114,"00:08:35,025","00:08:38,402",-You know what they put on french fries in Holland instead of ketchup? -What?,Pulp.csv,3380820445
94,94,115,"00:08:38,528","00:08:41,488",-Mayonnaise.  -Goddamn!,Pulp.csv,3380820445
95,95,116,"00:08:41,614","00:08:45,909","-I seen 'em do it, man. They fuckin' drown 'em in that shit. -Yuck.",Pulp.csv,3380820445
96,96,117,"00:08:48,580","00:08:51,874",We should have shotguns for this kind of deal.,Pulp.csv,3380820445
97,97,118,"00:08:54,878","00:08:57,588",-How many up there? -Three or four.,Pulp.csv,3380820445
98,98,119,"00:08:57,714","00:09:01,258",-That's countin' our guy? -Not sure.,Pulp.csv,3380820445
99,99,120,"00:09:01,384","00:09:04,762",-So that means that it could be up to five guys up there? -It's possible.,Pulp.csv,3380820445
100,100,121,"00:09:04,846","00:09:07,181",We should have fuckin' shotguns.,Pulp.csv,3380820446
101,101,122,"00:09:07,307","00:09:09,892",-: What's her name? - Mia.,Pulp.csv,3380820446
102,102,123,"00:09:10,018","00:09:14,188",-Mia. How did Marsellus and her meet? -I don't know.,Pulp.csv,3380820446
103,103,124,"00:09:14,272","00:09:17,858",However people meet people. She used to be a actress.,Pulp.csv,3380820446
104,104,125,"00:09:17,942","00:09:20,402","Oh, really? She do anything I'd have seen?",Pulp.csv,3380820446
105,105,126,"00:09:20,528","00:09:24,907",-I think her biggest deal was she starred in a pilot. -Pilot? What's a pilot?,Pulp.csv,3380820446
106,106,127,"00:09:25,033","00:09:28,535","-Well, you know the shows on TV? -I don't watch TV.",Pulp.csv,3380820446
107,107,128_129,"00:09:28,650","00:09:35,417","Yeah, but you are aware that there is an invention called television, -and on this invention they show shows, right? -Yeah.",Pulp.csv,3380820446
108,108,130,"00:09:35,502","00:09:39,880",The way they pick TV shows is they make one show. That show's called a pilot.,Pulp.csv,3380820446
109,109,131,"00:09:39,964","00:09:42,883",Then they show that one show to the people who pick shows...,Pulp.csv,3380820446
110,110,132,"00:09:42,900","00:09:45,886","and on the strength of that one show, they decide if they wanna make more shows.",Pulp.csv,3380820446
111,111,133,"00:09:45,970","00:09:50,516","Some get chosen and become television programs. Some don't, become nothin'.",Pulp.csv,3380820446
112,112,134,"00:09:50,650","00:09:53,769",She starred in one of the ones that became nothing.,Pulp.csv,3380820446
113,113,135,"00:09:53,853","00:09:56,605",You remember Antwan Rockamora?,Pulp.csv,3380820446
114,114,136_137,"00:09:56,689","00:10:03,987","Half-black, half-Samoan. Used to call him ""Tony Rocky Horror."" -Yeah, maybe. Fat, right? -I wouldn't go so far as to call the brother fat.",Pulp.csv,3380820446
115,115,138,"00:10:04,072","00:10:06,824","He got a weight problem. I mean, what's a nigger gonna do? He's Samoan.",Pulp.csv,3380820446
116,116,139,"00:10:06,950","00:10:11,370",-I think I know who you mean. What about him? -Marsellus fucked him up good.,Pulp.csv,3380820446
117,117,140,"00:10:11,454","00:10:15,707",Word 'round the campfire is it was on account of Marsellus Wallace's wife.,Pulp.csv,3380820446
118,118,142,"00:10:23,842","00:10:27,845","-So what he'd do? Fuck her? -No, no, no, no, no. Nothin' that bad.",Pulp.csv,3380820446
119,119,143,"00:10:27,971","00:10:31,640","-Well, then what then? -He gave her a foot massage.",Pulp.csv,3380820446
120,120,144,"00:10:33,893","00:10:36,103",A foot massage?,Pulp.csv,3380820447
121,121,145,"00:10:36,229","00:10:38,272",-That's it? -Mm-hmm.,Pulp.csv,3380820447
122,122,146,"00:10:38,356","00:10:40,274",Then what'd Marsellus do?,Pulp.csv,3380820447
123,123,147,"00:10:40,358","00:10:43,527",Sent a couple cats over to his place. They took him out on his patio.,Pulp.csv,3380820447
124,124,148,"00:10:43,611","00:10:47,531",Threw his ass over the balcony. Nigger fell four stories.,Pulp.csv,3380820447
125,125,149,"00:10:47,615","00:10:51,660","He had a little garden down at the bottom enclosed in glass, like a greenhouse.",Pulp.csv,3380820447
126,126,150,"00:10:51,744","00:10:53,996",Nigger fell through that.,Pulp.csv,3380820447
127,127,151,"00:10:54,080","00:10:56,999","Since then, he kind of developed a speech impediment.",Pulp.csv,3380820447
128,128,152,"00:10:58,501","00:11:01,211",-That's a damn shame. -Hmm.,Pulp.csv,3380820447
129,129,153,"00:11:05,925","00:11:09,720","-But still, you play with matches, you get burned. -What do you mean?",Pulp.csv,3380820447
130,130,154,"00:11:09,804","00:11:13,932",You don't be givin' Marsellus Wallace's new bride a foot massage.,Pulp.csv,3380820447
131,131,155,"00:11:14,017","00:11:16,477",You don't think he overreacted?,Pulp.csv,3380820447
132,132,156,"00:11:16,561","00:11:21,440","Antwan didn't expect Marsellus to react the way he did, but he had to expect a reaction.",Pulp.csv,3380820447
133,133,157,"00:11:21,524","00:11:25,652",It was a foot massage. A foot massage is nothin'. I give my mother a foot massage.,Pulp.csv,3380820447
134,134,158,"00:11:25,737","00:11:29,281",It's laying your hands in a familiar way on Marsellus's new wife.,Pulp.csv,3380820447
135,135,159,"00:11:29,365","00:11:34,244","I mean, is it as bad as eatin' her pussy out? No, but it's the same fuckin' ballpark.",Pulp.csv,3380820447
136,136,160,"00:11:34,329","00:11:36,413","Whoa whoa whoa whoa, stop right there. Eatin' the bitch out...",Pulp.csv,3380820447
137,137,161,"00:11:36,498","00:11:39,041",and givin' the bitch a foot massage ain't even the same fucking thing.,Pulp.csv,3380820447
138,138,162,"00:11:39,167","00:11:43,086",-It's not. It's the same ballpark. -Ain't no fuckin' ballpark neither.,Pulp.csv,3380820447
139,139,163,"00:11:43,171","00:11:46,089","Now, look, maybe your method of massage differs from mine.",Pulp.csv,3380820447
140,140,164,"00:11:46,174","00:11:49,927",But touchin' his wife's feet and sticking your tongue in the holiest of holies...,Pulp.csv,3380820448
141,141,165,"00:11:50,011","00:11:54,223",ain't the same fuckin' ballpark; it ain't the same league; it ain't the same fuckin' sport.,Pulp.csv,3380820448
142,142,166,"00:11:54,349","00:11:58,185",-Foot massages don't mean shit! -Have you ever given a foot massage?,Pulp.csv,3380820448
143,143,167,"00:11:58,269","00:12:01,313", Don't be tellin' me about foot massages.,Pulp.csv,3380820448
144,144,168,"00:12:01,439","00:12:04,107",-I'm the foot fuckin' master. -You given a lot of them?,Pulp.csv,3380820448
145,145,169,"00:12:04,192","00:12:08,403","Shit, yeah! Got my technique down and everything. I don't be ticklin' or nothin'.",Pulp.csv,3380820448
146,146,170,"00:12:08,488","00:12:11,156",Would you give a guy a foot massage?,Pulp.csv,3380820448
147,147,171_172,"00:12:12,575","00:12:18,372",-Fuck you. - -You give 'em a lot? -Fuck you.,Pulp.csv,3380820448
148,148,173,"00:12:18,498","00:12:21,750","-You know, I'm kind of tired. I could use a foot massage. -Yo, yo, yo, man.",Pulp.csv,3380820448
149,149,174,"00:12:21,834","00:12:25,045",You best back off. I'm gettin' a little pissed here.,Pulp.csv,3380820448
150,150,175,"00:12:26,089","00:12:28,674","-This is the door. -Yeah, it is.",Pulp.csv,3380820448
151,151,176,"00:12:31,427","00:12:34,054",What time you got?,Pulp.csv,3380820448
152,152,177,"00:12:34,138","00:12:36,265",7:22 in the a.m.,Pulp.csv,3380820448
153,153,178,"00:12:36,349","00:12:39,935","No, it ain't quite time yet. Come on. Let's hang back.",Pulp.csv,3380820448
154,154,179,"00:12:47,485","00:12:51,238","Now, look, just 'cause I wouldn't give no man a foot massage don't make it right...",Pulp.csv,3380820448
155,155,180_181,"00:12:51,322","00:12:57,327","for Marsellus to throw Antwan off a building into a glass motherfuckin' house, fuckin' up the way the nigger talks; that shit ain't right.",Pulp.csv,3380820448
156,156,182,"00:12:57,412","00:13:01,623","Motherfucker do that shit to me, he better paralyze my ass, 'cause I kill the motherfucker.",Pulp.csv,3380820448
157,157,183,"00:13:01,708","00:13:06,670","I ain't sayin' it's right, but you sayin' a foot massage don't mean nothin'. I'm sayin' it does.",Pulp.csv,3380820448
158,158,184,"00:13:06,754","00:13:11,383","Now, look, I've given a million ladies a million foot massages, and they all meant somethin'.",Pulp.csv,3380820448
159,159,185,"00:13:11,467","00:13:15,178","We act like they don't, but they do. That's what's so fuckin' cool about them.",Pulp.csv,3380820448
160,160,186,"00:13:15,263","00:13:17,347",There's a sensuous thing goin' on...,Pulp.csv,3380820449
161,161,187,"00:13:17,432","00:13:20,642","where you don't talk about it, but you know it and she knows it.",Pulp.csv,3380820449
162,162,188,"00:13:20,727","00:13:25,772",Fuckin' Marsellus knew it. And Antwan should've fuckin' better known better.,Pulp.csv,3380820449
163,163,189,"00:13:25,857","00:13:30,235","That's his fuckin' wife, man. This ain't a man with a sense of humor about this shit.",Pulp.csv,3380820449
164,164,190,"00:13:30,320","00:13:33,113",You know what I'm sayin'?,Pulp.csv,3380820449
165,165,191,"00:13:33,197","00:13:35,115",It's an interestin' point.,Pulp.csv,3380820449
166,166,192,"00:13:35,199","00:13:37,159",Come on. Let's get into character.,Pulp.csv,3380820449
167,167,193,"00:13:44,083","00:13:46,043",-What's her name again? -Mia.,Pulp.csv,3380820449
168,168,194,"00:13:46,169","00:13:49,171",-Mia. -Why you so interested in big man's wife?,Pulp.csv,3380820449
169,169,195,"00:13:49,255","00:13:54,426","Well he's goin' out of town, Florida. And he asked me if I'd take care of her while he's gone.",Pulp.csv,3380820449
170,170,196,"00:13:54,552","00:13:58,513","-Take care of her? -No, man. Just take her out.",Pulp.csv,3380820449
171,171,197,"00:13:58,598","00:14:01,933",Show her a good time. Make sure she don't get lonely.,Pulp.csv,3380820449
172,172,198,"00:14:02,018","00:14:04,561",You're gonna be takin' Mia Wallace out on a date?,Pulp.csv,3380820449
173,173,199,"00:14:04,646","00:14:07,272",It is not a date.,Pulp.csv,3380820449
174,174,200,"00:14:07,357","00:14:11,401",It's just like if you were gonna take your buddy's wife to a movie or somethin'.,Pulp.csv,3380820449
175,175,201_202_203,"00:14:11,527","00:14:34,049","-It's just good company, that's all. - -It's not a date. - -It's definitely not a date. - Hey, kids. How you boys doin'?",Pulp.csv,3380820449
176,176,204,"00:14:34,133","00:14:36,802","Hey, keep chillin'.",Pulp.csv,3380820449
177,177,205,"00:14:42,975","00:14:45,769",You know who we are?,Pulp.csv,3380820449
178,178,206,"00:14:45,853","00:14:49,815","We're associates of your business partner, Marsellus Wallace.",Pulp.csv,3380820449
179,179,207,"00:14:49,899","00:14:52,901","You do remember your business partner, don't you?",Pulp.csv,3380820449
180,180,208,"00:14:55,613","00:14:58,573","Now, let me take a wild guess here.",Pulp.csv,3380820450
181,181,209,"00:15:00,576","00:15:03,620","-You're Brett, right? -Yeah.",Pulp.csv,3380820450
182,182,210_211,"00:15:03,705","00:15:11,670","I thought so. You remember your business partner Marsellus Wallace, -don't ya, Brett? -Yeah, I remember.",Pulp.csv,3380820450
183,183,212,"00:15:11,754","00:15:16,049",Good. Looks like me and Vincent caught you boys at breakfast.,Pulp.csv,3380820450
184,184,213,"00:15:16,134","00:15:18,760",Sorry about that. Whatcha havin'?,Pulp.csv,3380820450
185,185,214_215,"00:15:18,845","00:15:24,975",Hamburgers. Hamburgers! The cornerstone of any nutritious breakfast.,Pulp.csv,3380820450
186,186,216,"00:15:26,352","00:15:28,603",What kind of hamburgers?,Pulp.csv,3380820450
187,187,217,"00:15:28,730","00:15:30,439","-Uh, ch-cheeseburgers. -No, no, no, no, no.",Pulp.csv,3380820450
188,188,218,"00:15:30,523","00:15:33,567","Where'd you get 'em? McDonald's, Wendy's, Jack in the Box?",Pulp.csv,3380820450
189,189,219,"00:15:33,693","00:15:36,486","-Where? -Uh, Big Kahuna Burger.",Pulp.csv,3380820450
190,190,220,"00:15:36,571","00:15:39,698",Big Kahuna Burger! That's that Hawaiian burger joint.,Pulp.csv,3380820450
191,191,221,"00:15:39,782","00:15:43,702",I hear they got some tasty burgers. I ain't never had one myself. How are they?,Pulp.csv,3380820450
192,192,222,"00:15:43,786","00:15:46,455",They're    They're good.,Pulp.csv,3380820450
193,193,223,"00:15:46,539","00:15:49,166",You mind if I try one of yours?,Pulp.csv,3380820450
194,194,224,"00:15:49,250","00:15:51,668","-This is yours here, right? -Yeah.",Pulp.csv,3380820450
195,195,225,"00:15:59,927","00:16:01,762",Mmm hmmm.,Pulp.csv,3380820450
196,196,226,"00:16:01,846","00:16:04,973",This is a tasty burger! Vincent!,Pulp.csv,3380820450
197,197,227,"00:16:05,057","00:16:07,601",You ever had a Big Kahuna burger?,Pulp.csv,3380820450
198,198,228,"00:16:08,603","00:16:11,062",Want a bite? They're real tasty.,Pulp.csv,3380820450
199,199,229,"00:16:11,189","00:16:14,608","-I ain't hungry. -Well, if you like burgers, give 'em a try sometime.",Pulp.csv,3380820450
200,200,230_231,"00:16:14,692","00:16:21,740","Me, I can't usually get 'em 'cause my girlfriend's a vegetarian, which pretty much makes me a vegetarian.",Pulp.csv,3380820451
201,201,232,"00:16:21,824","00:16:24,951",But I do love the taste of a good burger. Mmmm.,Pulp.csv,3380820451
202,202,233,"00:16:25,036","00:16:29,539",You know what they call a Quarter Pounder with Cheese in France?,Pulp.csv,3380820451
203,203,234,"00:16:29,665","00:16:31,666","-No. -Tell 'em, Vincent.",Pulp.csv,3380820451
204,204,235,"00:16:31,793","00:16:35,796",- A Royale with Cheese. - A Royale with Cheese.,Pulp.csv,3380820451
205,205,236,"00:16:35,880","00:16:39,341",You know why they call it that?,Pulp.csv,3380820451
206,206,237,"00:16:39,425","00:16:42,511","Uh, because of the metric system?",Pulp.csv,3380820451
207,207,238,"00:16:43,554","00:16:46,848",Check out the big brain on Brett!,Pulp.csv,3380820451
208,208,239,"00:16:46,933","00:16:50,310",You're a smart motherfucker. That's right. The metric system.,Pulp.csv,3380820451
209,209,240,"00:16:52,605","00:16:54,731",-What's in this? -Sprite.,Pulp.csv,3380820451
210,210,241,"00:16:54,816","00:16:56,733",Sprite. Good.,Pulp.csv,3380820451
211,211,242,"00:16:56,818","00:17:00,654",You mind if I have some of your tasty beverage to wash this down with?,Pulp.csv,3380820451
212,212,243,"00:17:00,738","00:17:03,657",Go right ahead.,Pulp.csv,3380820451
213,213,245,"00:17:15,044","00:17:17,879",That hit the spot.,Pulp.csv,3380820451
214,214,246,"00:17:17,964","00:17:21,967",You. Flock of Seagulls. You know why we're here?,Pulp.csv,3380820451
215,215,247_248,"00:17:22,093","00:17:29,349",-Why don't you tell my man Vince here where you got the shit hid at. -It's over    I don't remember askin' you a goddamned thing!,Pulp.csv,3380820451
216,216,249,"00:17:32,019","00:17:34,813",You were sayin'?,Pulp.csv,3380820451
217,217,250,"00:17:34,897","00:17:36,940",It's in the cupboard.,Pulp.csv,3380820451
218,218,251,"00:17:39,735","00:17:42,696","N-No, the one by your kn-knees.",Pulp.csv,3380820451
219,219,254,"00:18:03,593","00:18:05,844", We happy?,Pulp.csv,3380820451
220,220,255_256,"00:18:05,928","00:18:11,558","Vincent?! -We happy? -Yeah, we happy.",Pulp.csv,3380820452
221,221,258,"00:18:13,644","00:18:17,939"," Look, I'm sorry, uh, I    I didn't get your name.",Pulp.csv,3380820452
222,222,259,"00:18:18,024","00:18:21,151",I got yours. Vincent. Right? B-But I never got yours.,Pulp.csv,3380820452
223,223,260,"00:18:21,277","00:18:26,615","-My name's Pitt, and your ass ain't talkin' your way outta this shit. -No, no, no.",Pulp.csv,3380820452
224,224,261_262,"00:18:28,117","00:18:37,167",I just want you to know how    I just want you to know how sorry we are th-that things got so fucked up...,Pulp.csv,3380820452
225,225,263,"00:18:37,251","00:18:39,419",with us and Mr. Wallace.,Pulp.csv,3380820452
226,226,264_265,"00:18:39,503","00:18:47,427","W-We got into this thing with the best intentions. Really. I never    Oh, I'm sorry, did I break your concentration?",Pulp.csv,3380820452
227,227,266,"00:18:47,553","00:18:50,138",- -I didn't mean to do that. Please.,Pulp.csv,3380820452
228,228,267_268,"00:18:50,222","00:19:00,690","Continue. You were saying something about ""best intentions."" What's the matter? Oh, you were finished!",Pulp.csv,3380820452
229,229,269,"00:19:00,775","00:19:03,485","Oh, well, allow me to retort.",Pulp.csv,3380820452
230,230,270,"00:19:07,031","00:19:10,033",What does Marsellus Wallace look like?,Pulp.csv,3380820452
